id,warehouse_block,mode_of_shipment,cost_of_product,prior_purchases,product_importance,gender,discount_offered,weight_gms,customer_care_calls,customer_rating,reached_on_time,weight_bucket,high_value,discount_tier,warehouse_enc,shipment_enc,importance_enc,gender_enc
4773,A,Road,269,3,low,F,8,4811,5,3,0,Heavy,1,Low,0,1,0,0
4774,B,Road,274,6,medium,F,1,4632,6,3,0,Heavy,1,Low,1,1,1,0
4775,C,Road,250,2,medium,F,6,5565,5,2,0,Heavy,0,Low,2,1,1,0
4776,F,Road,265,3,medium,F,3,5241,3,3,0,Heavy,1,Low,4,1,1,0
4777,D,Road,169,10,medium,F,6,4385,4,5,0,Heavy,0,Low,3,1,1,0
4778,F,Road,211,3,high,F,4,4354,3,3,1,Heavy,0,Low,4,1,2,0
4779,A,Road,245,2,low,M,5,5324,4,1,1,Heavy,0,Low,0,1,0,1
4780,B,Road,188,2,low,F,4,4433,4,5,0,Heavy,0,Low,1,1,0,0
4781,C,Road,244,2,medium,M,8,5715,3,5,1,Heavy,0,Low,2,1,1,1
4782,F,Road,233,3,medium,F,10,4626,3,4,0,Heavy,0,Low,4,1,1,0
4783,D,Road,144,3,medium,M,8,5867,3,4,1,Heavy,0,Low,3,1,1,1
4784,F,Road,221,2,low,F,7,5320,3,1,0,Heavy,0,Low,4,1,0,0
4785,A,Road,267,2,high,M,1,4195,3,5,1,Heavy,1,Low,0,1,2,1
4786,B,Road,211,3,high,M,1,5144,3,4,0,Heavy,0,Low,1,1,2,1
4787,C,Road,205,3,low,M,6,4254,4,4,0,Heavy,0,Low,2,1,0,1
4788,F,Road,144,3,high,F,9,4428,3,2,1,Heavy,0,Low,4,1,2,0
4789,D,Road,195,7,medium,F,9,5829,3,4,0,Heavy,0,Low,3,1,1,0
4790,F,Road,232,7,medium,M,6,5285,5,3,1,Heavy,0,Low,4,1,1,1
4791,A,Flight,199,10,medium,F,8,4140,5,1,0,Heavy,0,Low,0,0,1,0
4792,B,Flight,232,3,low,F,3,5718,5,5,1,Heavy,0,Low,1,0,0,0
4793,C,Flight,272,2,low,F,4,5112,5,3,0,Heavy,1,Low,2,0,0,0
4794,F,Flight,167,2,medium,F,3,5894,2,2,1,Heavy,0,Low,4,0,1,0
4795,D,Flight,272,8,high,M,7,5257,3,3,1,Heavy,1,Low,3,0,2,1
4796,F,Flight,247,4,low,F,2,1326,6,4,0,Light,0,Low,4,0,0,0
4797,A,Flight,275,4,medium,F,10,1141,5,2,1,Light,1,Low,0,0,1,0
4798,B,Flight,291,4,low,M,9,1413,6,5,0,Light,1,Low,1,0,0,1
4799,C,Flight,265,4,low,F,7,1644,6,1,1,Light,1,Low,2,0,0,0
4800,F,Flight,250,5,medium,M,9,1327,7,2,0,Light,0,Low,4,0,1,1
4801,D,Flight,291,4,low,M,2,1216,7,1,1,Light,1,Low,3,0,0,1
4802,F,Flight,255,4,low,F,2,1385,6,1,0,Light,1,Low,4,0,0,0
4803,A,Flight,290,4,medium,F,9,1339,6,2,0,Light,1,Low,0,0,1,0
4804,B,Flight,247,4,medium,F,4,1476,6,3,1,Light,0,Low,1,0,1,0
4805,C,Flight,152,2,low,F,9,1993,6,2,0,Light,0,Low,2,0,0,0
4806,F,Flight,278,4,low,F,5,1572,7,5,1,Light,1,Low,4,0,0,0
4807,D,Flight,260,4,medium,F,2,1131,6,1,0,Light,1,Low,3,0,1,0
4808,F,Flight,254,4,low,M,6,1335,6,3,0,Light,1,Low,4,0,0,1
4809,A,Flight,151,4,low,F,6,1803,2,4,0,Light,0,Low,0,0,0,0
4810,B,Flight,198,2,medium,M,4,1913,2,5,1,Light,0,Low,1,0,1,1
4811,C,Flight,243,4,low,M,9,1353,6,4,1,Light,0,Low,2,0,0,1
4812,F,Flight,245,4,low,F,8,1403,6,5,0,Light,0,Low,4,0,0,0
4813,D,Ship,300,4,low,F,8,1301,6,4,1,Light,1,Low,3,2,0,0
4814,F,Ship,303,4,medium,F,10,1003,6,1,0,Light,1,Low,4,2,1,0
4815,A,Ship,286,4,low,F,3,1670,7,3,0,Light,1,Low,0,2,0,0
4816,B,Ship,248,4,medium,F,1,1163,7,2,1,Light,0,Low,1,2,1,0
4817,C,Ship,244,4,low,M,9,1789,6,5,1,Light,0,Low,2,2,0,1
4818,F,Ship,290,4,low,F,9,1885,7,1,0,Light,1,Low,4,2,0,0
4819,D,Ship,260,5,low,M,10,1832,4,3,1,Light,1,Low,3,2,0,1
4820,F,Ship,310,4,medium,M,1,1105,6,5,1,Light,1,Low,4,2,1,1
4821,A,Ship,247,4,low,M,3,1616,6,3,1,Light,0,Low,0,2,0,1
4822,B,Ship,281,4,low,M,8,1241,6,5,1,Light,1,Low,1,2,0,1
4823,C,Ship,260,4,medium,M,9,1800,6,3,0,Light,1,Low,2,2,1,1
4824,F,Ship,263,4,low,F,6,1153,6,1,0,Light,1,Low,4,2,0,0
4825,D,Ship,285,4,medium,F,10,1428,5,1,0,Light,1,Low,3,2,1,0
4826,F,Ship,269,3,medium,M,9,5133,3,4,1,Heavy,1,Low,4,2,1,1
4827,A,Ship,205,6,low,M,2,5671,2,5,0,Heavy,0,Low,0,2,0,1
4828,B,Ship,109,3,low,M,4,5746,3,2,0,Heavy,0,Low,1,2,0,1
4829,C,Ship,216,2,low,F,6,4535,5,4,0,Heavy,0,Low,2,2,0,0
4830,F,Ship,184,3,medium,F,8,4994,3,2,0,Heavy,0,Low,4,2,1,0
4831,D,Ship,106,2,low,M,6,5984,4,4,0,Heavy,0,Low,3,2,0,1
4832,F,Ship,228,2,low,F,5,4456,3,1,1,Heavy,0,Low,4,2,0,0
4833,A,Ship,140,3,medium,F,8,4956,4,5,0,Heavy,0,Low,0,2,1,0
4834,B,Ship,251,3,medium,M,5,4206,4,3,0,Heavy,1,Low,1,2,1,1
4835,C,Ship,153,3,medium,M,5,4578,3,3,1,Heavy,0,Low,2,2,1,1
4836,F,Ship,176,2,medium,F,1,5793,4,4,0,Heavy,0,Low,4,2,1,0
4837,D,Ship,206,2,medium,F,4,5194,4,3,1,Heavy,0,Low,3,2,1,0
4838,F,Ship,189,2,low,F,9,4690,3,3,0,Heavy,0,Low,4,2,0,0
4839,A,Ship,251,6,medium,F,1,4165,2,2,1,Heavy,1,Low,0,2,1,0
4840,B,Ship,155,3,low,F,1,4360,4,3,1,Heavy,0,Low,1,2,0,0
4841,C,Ship,260,5,medium,M,2,4687,6,4,1,Heavy,1,Low,2,2,1,1
4842,F,Ship,156,6,medium,F,4,4821,5,1,0,Heavy,0,Low,4,2,1,0
4843,D,Ship,225,2,medium,M,7,5241,4,2,1,Heavy,0,Low,3,2,1,1
4844,F,Ship,284,4,medium,M,8,5346,6,5,1,Heavy,1,Low,4,2,1,1
4845,A,Ship,263,2,low,M,3,4474,5,3,1,Heavy,1,Low,0,2,0,1
4846,B,Ship,238,2,medium,M,2,5512,3,3,0,Heavy,0,Low,1,2,1,1
4847,C,Ship,267,2,low,M,7,5292,5,4,0,Heavy,1,Low,2,2,0,1
4848,F,Ship,101,2,medium,M,9,4860,3,3,0,Heavy,0,Low,4,2,1,1
4849,D,Ship,175,3,medium,M,1,4872,3,1,0,Heavy,0,Low,3,2,1,1
4850,F,Ship,261,2,low,M,3,4119,4,5,0,Heavy,1,Low,4,2,0,1
4851,A,Ship,150,3,low,M,10,4799,5,3,1,Heavy,0,Low,0,2,0,1
4852,B,Ship,206,4,medium,F,2,5829,3,5,1,Heavy,0,Low,1,2,1,0
4853,C,Ship,254,4,low,F,10,4827,4,4,0,Heavy,1,Low,2,2,0,0
4854,F,Ship,159,3,low,M,5,4985,4,2,1,Heavy,0,Low,4,2,0,1
4855,D,Ship,284,3,medium,M,6,4575,2,5,0,Heavy,1,Low,3,2,1,1
4856,F,Ship,170,2,low,M,9,4112,3,1,0,Heavy,0,Low,4,2,0,1
4857,A,Ship,245,3,low,F,7,4297,4,5,0,Heavy,0,Low,0,2,0,0
4858,B,Ship,152,3,medium,M,5,5191,4,5,0,Heavy,0,Low,1,2,1,1
4859,C,Ship,193,4,high,F,4,5757,5,4,1,Heavy,0,Low,2,2,2,0
4860,F,Ship,231,2,low,M,8,5743,5,3,1,Heavy,0,Low,4,2,0,1
4861,D,Ship,212,3,low,M,3,4896,4,1,0,Heavy,0,Low,3,2,0,1
4862,F,Ship,185,2,medium,M,8,5449,3,4,1,Heavy,0,Low,4,2,1,1
4863,A,Ship,223,3,low,F,10,5560,4,3,1,Heavy,0,Low,0,2,0,0
4864,B,Ship,241,4,medium,M,9,5360,4,1,0,Heavy,0,Low,1,2,1,1
4865,C,Ship,215,3,low,F,5,5552,5,4,1,Heavy,0,Low,2,2,0,0
4866,F,Ship,261,2,medium,M,6,5920,4,5,0,Heavy,1,Low,4,2,1,1
4867,D,Ship,158,5,medium,F,7,4344,4,3,1,Heavy,0,Low,3,2,1,0
4868,F,Ship,166,2,medium,F,8,5871,3,3,0,Heavy,0,Low,4,2,1,0
4869,A,Ship,280,6,high,M,8,4525,4,3,0,Heavy,1,Low,0,2,2,1
4870,B,Ship,264,3,low,F,8,5831,3,2,0,Heavy,1,Low,1,2,0,0
4871,C,Ship,204,2,medium,M,6,5612,3,3,0,Heavy,0,Low,2,2,1,1
4872,F,Ship,261,2,medium,F,9,5306,4,4,1,Heavy,1,Low,4,2,1,0
4873,D,Ship,138,3,medium,F,4,4225,6,4,0,Heavy,0,Low,3,2,1,0
4874,F,Ship,225,2,medium,M,10,4829,4,4,1,Heavy,0,Low,4,2,1,1
4875,A,Ship,238,5,low,M,1,4753,4,4,0,Heavy,0,Low,0,2,0,1
4876,B,Ship,234,3,medium,F,3,5142,4,5,1,Heavy,0,Low,1,2,1,0
4877,C,Ship,237,3,low,F,7,4785,4,2,0,Heavy,0,Low,2,2,0,0
4878,F,Ship,165,3,medium,F,4,5924,3,3,1,Heavy,0,Low,4,2,1,0
4879,D,Ship,148,2,low,M,10,5939,2,1,1,Heavy,0,Low,3,2,0,1
4880,F,Ship,148,4,high,M,2,5821,5,1,1,Heavy,0,Low,4,2,2,1
4881,A,Ship,218,3,low,F,4,5086,3,3,1,Heavy,0,Low,0,2,0,0
4882,B,Ship,218,6,low,M,5,4364,4,5,1,Heavy,0,Low,1,2,0,1
4883,C,Ship,181,4,low,F,8,5106,4,3,0,Heavy,0,Low,2,2,0,0
4884,F,Ship,138,2,low,M,8,4932,2,1,1,Heavy,0,Low,4,2,0,1
4885,D,Ship,206,3,high,M,5,4022,3,4,0,Heavy,0,Low,3,2,2,1
4886,F,Ship,172,2,high,F,7,5165,5,1,0,Heavy,0,Low,4,2,2,0
4887,A,Ship,160,2,high,F,5,4343,4,2,0,Heavy,0,Low,0,2,2,0
4888,B,Ship,225,4,low,M,1,4328,5,2,1,Heavy,0,Low,1,2,0,1
4889,C,Ship,206,6,low,M,2,4014,6,5,1,Heavy,0,Low,2,2,0,1
4890,F,Ship,232,3,low,F,2,4545,5,5,1,Heavy,0,Low,4,2,0,0
4891,D,Ship,232,3,low,F,6,4050,3,4,0,Heavy,0,Low,3,2,0,0
4892,F,Ship,197,2,low,F,3,4865,3,4,0,Heavy,0,Low,4,2,0,0
4893,A,Ship,246,3,low,F,3,5013,5,1,0,Heavy,0,Low,0,2,0,0
4894,B,Ship,241,3,medium,M,3,4047,3,4,0,Heavy,0,Low,1,2,1,1
4895,C,Ship,211,4,medium,F,4,4032,6,5,0,Heavy,0,Low,2,2,1,0
4896,F,Ship,162,2,low,F,9,4903,3,3,0,Heavy,0,Low,4,2,0,0
4897,D,Ship,264,4,low,M,10,4265,3,1,0,Heavy,1,Low,3,2,0,1
4898,F,Ship,211,3,low,F,5,5087,5,3,0,Heavy,0,Low,4,2,0,0
4899,A,Ship,159,5,low,F,7,4063,4,5,0,Heavy,0,Low,0,2,0,0
4900,B,Ship,166,2,high,F,2,4562,5,5,1,Heavy,0,Low,1,2,2,0
4901,C,Ship,163,6,medium,M,1,4584,4,4,0,Heavy,0,Low,2,2,1,1
4902,F,Ship,164,2,low,M,3,5735,4,3,0,Heavy,0,Low,4,2,0,1
4903,D,Ship,255,3,high,M,6,4044,5,1,1,Heavy,1,Low,3,2,2,1
4904,F,Ship,153,3,medium,F,6,5748,4,3,0,Heavy,0,Low,4,2,1,0
4905,A,Ship,165,2,low,M,6,4445,3,1,0,Heavy,0,Low,0,2,0,1
4906,B,Road,162,3,medium,M,6,4505,3,2,1,Heavy,0,Low,1,1,1,1
4907,C,Road,223,3,low,M,8,5318,3,1,0,Heavy,0,Low,2,1,0,1
4908,F,Road,200,2,medium,F,6,4751,3,4,1,Heavy,0,Low,4,1,1,0
4909,D,Road,194,3,medium,F,3,4435,3,5,1,Heavy,0,Low,3,1,1,0
4910,F,Road,257,2,low,M,6,4897,3,1,1,Heavy,1,Low,4,1,0,1
4911,A,Road,188,2,low,M,5,5250,2,1,0,Heavy,0,Low,0,1,0,1
4912,B,Road,221,3,medium,F,1,5391,3,4,0,Heavy,0,Low,1,1,1,0
4913,C,Road,193,2,low,F,6,4855,4,4,1,Heavy,0,Low,2,1,0,0
4914,F,Road,166,2,low,M,2,5710,3,1,1,Heavy,0,Low,4,1,0,1
4915,D,Road,212,2,medium,M,8,4239,4,4,0,Heavy,0,Low,3,1,1,1
4916,F,Road,252,3,medium,M,7,4507,3,2,0,Heavy,1,Low,4,1,1,1
4917,A,Road,155,2,low,M,7,4221,3,1,1,Heavy,0,Low,0,1,0,1
4918,B,Road,244,4,medium,F,2,5365,4,5,1,Heavy,0,Low,1,1,1,0
4919,C,Road,162,2,medium,M,7,5719,3,3,1,Heavy,0,Low,2,1,1,1
4920,F,Road,228,2,medium,M,10,4854,2,1,1,Heavy,0,Low,4,1,1,1
4921,D,Road,208,3,medium,F,3,4837,4,3,1,Heavy,0,Low,3,1,1,0
4922,F,Road,156,3,medium,M,7,4293,5,3,0,Heavy,0,Low,4,1,1,1
4923,A,Road,209,2,high,F,1,5779,3,1,1,Heavy,0,Low,0,1,2,0
4924,B,Road,203,2,medium,F,8,4450,4,5,1,Heavy,0,Low,1,1,1,0
4925,C,Road,196,5,high,F,7,4622,4,4,0,Heavy,0,Low,2,1,2,0
4926,F,Road,256,3,low,M,8,4398,4,4,0,Heavy,1,Low,4,1,0,1
4927,D,Road,159,4,medium,F,4,4816,4,5,0,Heavy,0,Low,3,1,1,0
4928,F,Flight,137,4,low,M,4,5888,5,5,0,Heavy,0,Low,4,0,0,1
4929,A,Flight,271,3,low,M,4,5775,2,5,0,Heavy,1,Low,0,0,0,1
4930,B,Flight,264,2,medium,F,3,4056,5,1,1,Heavy,1,Low,1,0,1,0
4931,C,Flight,264,3,medium,M,1,4518,2,2,0,Heavy,1,Low,2,0,1,1
4932,F,Flight,205,2,medium,M,10,4178,4,3,1,Heavy,0,Low,4,0,1,1
4933,D,Flight,266,3,low,M,10,5858,5,1,0,Heavy,1,Low,3,0,0,1
4934,F,Flight,200,3,medium,F,8,5206,5,4,1,Heavy,0,Low,4,0,1,0
4935,A,Flight,154,6,medium,F,10,4361,4,4,1,Heavy,0,Low,0,0,1,0
4936,B,Flight,178,3,low,M,4,5119,3,2,1,Heavy,0,Low,1,0,0,1
4937,C,Flight,198,3,low,F,7,5768,5,2,1,Heavy,0,Low,2,0,0,0
4938,F,Flight,218,2,medium,M,2,5973,3,4,0,Heavy,0,Low,4,0,1,1
4939,D,Flight,185,3,high,F,6,4238,4,4,1,Heavy,0,Low,3,0,2,0
4940,F,Flight,235,3,low,M,4,5498,3,4,0,Heavy,0,Low,4,0,0,1
4941,A,Flight,251,3,high,F,4,4156,3,5,1,Heavy,1,Low,0,0,2,0
4942,B,Flight,275,5,low,F,9,5168,5,2,1,Heavy,1,Low,1,0,0,0
4943,C,Flight,156,5,low,M,9,5237,5,2,0,Heavy,0,Low,2,0,0,1
4944,F,Flight,135,3,low,M,3,4938,3,5,0,Heavy,0,Low,4,0,0,1
4945,D,Flight,143,3,medium,M,4,4283,4,1,0,Heavy,0,Low,3,0,1,1
4946,F,Flight,240,3,high,M,10,5277,5,1,0,Heavy,0,Low,4,0,2,1
4947,A,Flight,131,5,low,F,4,4600,5,2,1,Heavy,0,Low,0,0,0,0
4948,B,Flight,142,3,medium,M,2,5692,4,5,0,Heavy,0,Low,1,0,1,1
4949,C,Flight,275,4,low,F,7,4597,5,4,0,Heavy,1,Low,2,0,0,0
4950,F,Ship,137,3,low,M,5,5914,5,5,1,Heavy,0,Low,4,2,0,1
4951,D,Ship,165,4,medium,M,3,4235,3,3,0,Heavy,0,Low,3,2,1,1
4952,F,Ship,250,2,low,F,10,4277,5,4,0,Heavy,0,Low,4,2,0,0
4953,A,Ship,242,3,medium,M,10,4721,4,2,0,Heavy,0,Low,0,2,1,1
4954,B,Ship,181,3,medium,F,3,5620,3,3,1,Heavy,0,Low,1,2,1,0
4955,C,Ship,211,3,medium,M,5,4812,4,4,0,Heavy,0,Low,2,2,1,1
4956,F,Ship,177,4,low,M,8,5878,2,2,1,Heavy,0,Low,4,2,0,1
4957,D,Ship,135,3,medium,M,2,5860,3,3,0,Heavy,0,Low,3,2,1,1
4958,F,Ship,151,3,low,F,10,5414,6,4,1,Heavy,0,Low,4,2,0,0
4959,A,Ship,250,6,low,F,1,4343,5,4,0,Heavy,0,Low,0,2,0,0
4960,B,Ship,191,4,medium,F,10,4933,5,5,1,Heavy,0,Low,1,2,1,0
4961,C,Ship,158,5,medium,F,2,4303,2,4,1,Heavy,0,Low,2,2,1,0
4962,F,Ship,229,2,medium,F,1,5670,3,3,0,Heavy,0,Low,4,2,1,0
4963,D,Ship,169,4,low,M,6,4168,4,5,1,Heavy,0,Low,3,2,0,1
4964,F,Ship,164,3,low,M,7,4540,5,1,1,Heavy,0,Low,4,2,0,1
4965,A,Ship,177,2,medium,M,6,5566,4,1,0,Heavy,0,Low,0,2,1,1
4966,B,Ship,193,3,medium,M,8,4715,4,4,1,Heavy,0,Low,1,2,1,1
4967,C,Ship,198,3,medium,F,1,4090,4,1,0,Heavy,0,Low,2,2,1,0
4968,F,Ship,268,3,low,M,2,4746,3,1,1,Heavy,1,Low,4,2,0,1
4969,D,Ship,269,3,high,M,8,5910,3,3,0,Heavy,1,Low,3,2,2,1
4970,F,Ship,275,3,low,F,3,4824,4,3,0,Heavy,1,Low,4,2,0,0
4971,A,Ship,233,3,high,M,5,5330,5,5,0,Heavy,0,Low,0,2,2,1
4972,B,Ship,259,3,low,M,3,4770,2,5,1,Heavy,1,Low,1,2,0,1
4973,C,Ship,239,6,low,F,8,5791,3,5,1,Heavy,0,Low,2,2,0,0
4974,F,Ship,134,3,medium,F,3,5232,3,2,0,Heavy,0,Low,4,2,1,0
4975,D,Ship,131,8,low,M,7,4471,5,4,0,Heavy,0,Low,3,2,0,1
4976,F,Ship,194,8,medium,M,10,5995,4,2,0,Heavy,0,Low,4,2,1,1
4977,A,Ship,261,3,high,F,2,4954,4,5,1,Heavy,1,Low,0,2,2,0
4978,B,Ship,254,10,high,M,7,5820,4,2,0,Heavy,1,Low,1,2,2,1
4979,C,Ship,161,6,low,F,2,5734,4,1,0,Heavy,0,Low,2,2,0,0
4980,F,Ship,227,2,low,M,7,4414,4,5,0,Heavy,0,Low,4,2,0,1
4981,D,Ship,165,3,high,F,10,4208,3,1,0,Heavy,0,Low,3,2,2,0
4982,F,Ship,156,7,medium,F,9,5313,3,2,1,Heavy,0,Low,4,2,1,0
4983,A,Ship,262,7,high,F,9,5097,3,3,0,Heavy,1,Low,0,2,2,0
4984,B,Ship,263,3,low,M,4,4150,4,3,1,Heavy,1,Low,1,2,0,1
4985,C,Ship,196,3,low,M,1,5172,4,2,1,Heavy,0,Low,2,2,0,1
4986,F,Ship,152,2,low,F,3,1340,6,1,0,Light,0,Low,4,2,0,0
4987,D,Ship,278,4,low,M,10,1508,7,1,1,Light,1,Low,3,2,0,1
4988,F,Ship,260,4,medium,M,1,1726,6,4,0,Light,1,Low,4,2,1,1
4989,A,Ship,254,4,low,M,7,1674,6,5,0,Light,1,Low,0,2,0,1
4990,B,Ship,151,4,low,F,2,1150,2,4,0,Light,0,Low,1,2,0,0
4991,C,Ship,198,2,medium,F,6,1996,2,3,0,Light,0,Low,2,2,1,0
4992,F,Ship,243,4,low,M,9,1258,6,2,1,Light,0,Low,4,2,0,1
4993,D,Ship,245,4,low,F,10,1448,6,2,0,Light,0,Low,3,2,0,0
4994,F,Ship,268,3,low,F,6,5603,3,5,0,Heavy,1,Low,4,2,0,0
4995,A,Ship,269,3,high,F,6,4260,3,3,1,Heavy,1,Low,0,2,2,0
4996,B,Ship,275,3,low,M,10,5674,4,4,1,Heavy,1,Low,1,2,0,1
4997,C,Ship,233,3,high,M,7,5323,5,2,1,Heavy,0,Low,2,2,2,1
4998,F,Ship,259,3,low,M,6,4840,2,2,1,Heavy,1,Low,4,2,0,1
4999,D,Ship,239,6,low,M,7,4501,3,3,1,Heavy,0,Low,3,2,0,1
5000,F,Ship,134,3,medium,F,8,4950,3,3,0,Heavy,0,Low,4,2,1,0
5001,A,Ship,131,8,low,F,5,4149,5,3,1,Heavy,0,Low,0,2,0,0
5002,B,Ship,194,8,medium,F,9,4843,4,5,1,Heavy,0,Low,1,2,1,0
5003,C,Ship,261,3,high,M,1,4931,4,2,0,Heavy,1,Low,2,2,2,1
5004,F,Ship,254,10,high,M,7,5524,4,5,1,Heavy,1,Low,4,2,2,1
5005,D,Ship,161,6,low,M,6,5560,4,3,1,Heavy,0,Low,3,2,0,1
5006,F,Ship,227,2,low,F,7,4916,4,4,0,Heavy,0,Low,4,2,0,0
5007,A,Ship,165,3,high,M,10,4910,3,4,0,Heavy,0,Low,0,2,2,1
5008,B,Ship,156,7,medium,M,2,5467,3,3,0,Heavy,0,Low,1,2,1,1
5009,C,Ship,262,7,high,M,5,5985,3,2,1,Heavy,1,Low,2,2,2,1
5010,F,Ship,263,3,low,F,3,5253,4,3,0,Heavy,1,Low,4,2,0,0
5011,D,Ship,196,3,low,F,10,4194,4,3,1,Heavy,0,Low,3,2,0,0
5012,F,Ship,152,2,low,M,6,1711,6,2,0,Light,0,Low,4,2,0,1
5013,A,Ship,278,4,low,F,8,1909,7,3,1,Light,1,Low,0,2,0,0
5014,B,Ship,260,4,medium,F,10,1799,6,5,0,Light,1,Low,1,2,1,0
5015,C,Ship,254,4,low,M,4,1392,6,2,0,Light,1,Low,2,2,0,1
5016,F,Ship,151,4,low,F,3,1353,2,3,1,Light,0,Low,4,2,0,0
5017,D,Ship,198,2,medium,F,6,1730,2,3,1,Light,0,Low,3,2,1,0
5018,F,Ship,285,4,medium,F,7,1666,5,2,1,Light,1,Low,4,2,1,0
5019,A,Ship,306,4,medium,M,5,1467,7,1,0,Light,1,Low,0,2,1,1
5020,B,Ship,291,4,low,F,5,1327,6,4,0,Light,1,Low,1,2,0,0
5021,C,Ship,292,4,low,M,8,1925,6,3,0,Light,1,Low,2,2,0,1
5022,F,Ship,293,5,low,F,3,1969,6,2,0,Light,1,Low,4,2,0,0
5023,D,Ship,275,4,low,F,3,1182,6,4,0,Light,1,Low,3,2,0,0
5024,F,Ship,274,4,low,M,6,1066,6,5,0,Light,1,Low,4,2,0,1
5025,A,Ship,310,4,low,F,7,1294,7,2,0,Light,1,Low,0,2,0,0
5026,B,Ship,292,4,low,M,4,1762,6,5,1,Light,1,Low,1,2,0,1
5027,C,Ship,256,5,low,F,1,1980,6,3,0,Light,1,Low,2,2,0,0
5028,F,Ship,295,4,low,M,5,1239,7,4,0,Light,1,Low,4,2,0,1
5029,D,Ship,149,2,medium,M,5,1023,3,5,0,Light,0,Low,3,2,1,1
5030,F,Ship,294,4,medium,F,2,1273,6,5,1,Light,1,Low,4,2,1,0
5031,A,Ship,281,4,medium,F,7,1599,6,3,1,Light,1,Low,0,2,1,0
5032,B,Ship,294,4,medium,M,6,1112,6,4,0,Light,1,Low,1,2,1,1
5033,C,Ship,249,4,low,F,8,1274,6,5,0,Light,0,Low,2,2,0,0
5034,F,Ship,276,4,medium,F,6,1005,6,5,1,Light,1,Low,4,2,1,0
5035,D,Ship,284,4,medium,F,8,1148,7,5,1,Light,1,Low,3,2,1,0
5036,F,Ship,134,3,low,F,1,1008,4,5,0,Light,0,Low,4,2,0,0
5037,A,Ship,271,4,medium,F,1,1733,6,3,0,Light,1,Low,0,2,1,0
5038,B,Ship,244,4,medium,F,1,1406,6,2,1,Light,0,Low,1,2,1,0
5039,C,Ship,264,4,low,M,10,1960,6,1,0,Light,1,Low,2,2,0,1
5040,F,Ship,275,4,low,M,8,1553,6,5,1,Light,1,Low,4,2,0,1
5041,D,Ship,310,4,medium,F,7,1989,7,3,0,Light,1,Low,3,2,1,0
5042,F,Ship,301,5,medium,F,3,1586,6,2,0,Light,1,Low,4,2,1,0
5043,A,Road,247,4,medium,F,9,1011,6,3,0,Light,0,Low,0,1,1,0
5044,B,Road,224,2,low,M,9,5603,4,2,1,Heavy,0,Low,1,1,0,1
5045,C,Road,242,2,low,F,6,5635,3,5,0,Heavy,0,Low,2,1,0,0
5046,F,Road,145,2,low,F,2,5209,4,1,0,Heavy,0,Low,4,1,0,0
5047,D,Road,150,2,low,M,5,4140,4,1,0,Heavy,0,Low,3,1,0,1
5048,F,Road,266,3,low,M,4,5905,4,4,0,Heavy,1,Low,4,1,0,1
5049,A,Road,260,2,low,M,4,5580,5,1,0,Heavy,1,Low,0,1,0,1
5050,B,Road,259,3,medium,M,5,4435,4,1,1,Heavy,1,Low,1,1,1,1
5051,C,Road,192,3,low,F,10,4068,4,3,0,Heavy,0,Low,2,1,0,0
5052,F,Road,149,3,medium,M,5,4805,3,1,1,Heavy,0,Low,4,1,1,1
5053,D,Road,133,2,medium,M,1,5274,4,1,1,Heavy,0,Low,3,1,1,1
5054,F,Road,145,3,medium,F,3,5424,4,4,1,Heavy,0,Low,4,1,1,0
5055,A,Road,186,3,high,M,1,5922,3,4,1,Heavy,0,Low,0,1,2,1
5056,B,Road,267,3,medium,F,8,5786,5,3,1,Heavy,1,Low,1,1,1,0
5057,C,Road,157,4,medium,F,2,5684,3,3,0,Heavy,0,Low,2,1,1,0
5058,F,Road,174,3,low,F,3,5920,4,2,0,Heavy,0,Low,4,1,0,0
5059,D,Road,216,2,low,F,4,5984,4,4,0,Heavy,0,Low,3,1,0,0
5060,F,Road,143,3,low,F,2,4693,4,3,0,Heavy,0,Low,4,1,0,0
5061,A,Road,135,3,low,M,3,4939,5,1,1,Heavy,0,Low,0,1,0,1
5062,B,Road,222,3,low,M,4,5919,4,2,0,Heavy,0,Low,1,1,0,1
5063,C,Road,140,2,high,M,1,4053,6,2,0,Heavy,0,Low,2,1,2,1
5064,F,Road,209,2,medium,F,9,5131,4,2,0,Heavy,0,Low,4,1,1,0
5065,D,Flight,162,2,low,M,4,4495,3,5,0,Heavy,0,Low,3,0,0,1
5066,F,Flight,152,4,medium,M,6,5596,5,2,0,Heavy,0,Low,4,0,1,1
5067,A,Flight,236,3,medium,M,9,4725,4,2,0,Heavy,0,Low,0,0,1,1
5068,B,Flight,192,4,low,F,10,4691,4,5,0,Heavy,0,Low,1,0,0,0
5069,C,Flight,233,3,high,F,4,4140,5,2,0,Heavy,0,Low,2,0,2,0
5070,F,Flight,156,3,medium,F,2,4190,3,5,1,Heavy,0,Low,4,0,1,0
5071,D,Flight,257,3,medium,M,7,4133,5,1,0,Heavy,1,Low,3,0,1,1
5072,F,Flight,228,4,low,M,4,4750,4,5,0,Heavy,0,Low,4,0,0,1
5073,A,Flight,262,2,high,M,9,5008,5,1,0,Heavy,1,Low,0,0,2,1
5074,B,Flight,203,2,low,M,2,4647,3,1,1,Heavy,0,Low,1,0,0,1
5075,C,Flight,217,4,medium,F,3,5966,4,5,0,Heavy,0,Low,2,0,1,0
